08/05/2020	400.060000	-2.250000	-0.55	34.71
09/05/2020	402.360000	2.300000	0.57	35.48
11/05/2020	402.360000	0.000000	0.00	35.48
12/05/2020	394.470000	-7.890000	-1.96	32.83
13/05/2020	392.520000	-1.950000	-0.49	32.17
14/05/2020	392.470000	-0.050000	-0.01	32.15
15/05/2020	395.550000	3.080000	0.78	33.19
16/05/2020	396.050000	0.500000	0.12	33.36
18/05/2020	396.050000	0.000000	0.00	33.36
19/05/2020	393.970000	-2.080000	-0.52	32.66
20/05/2020	393.970000	0.000000	0.00	32.66
21/05/2020	389.300000	-4.670000	-1.18	31.09
22/05/2020	384.650000	-4.650000	-1.19	29.52
23/05/2020	388.700000	4.050000	1.05	30.88
26/05/2020	388.700000	0.000000	0.00	30.88
27/05/2020	396.100000	7.400000	1.90	33.38
28/05/2020	381.490000	-14.610000	-3.68	28.46
29/05/2020	388.960000	7.470000	1.95	30.97
30/05/2020	392.230000	3.270000	0.84	32.07
31/05/2020	392.230000	0.000000	0.00	32.07
